scenario_id,has_leak,x_leak_true,q_leak_true,leak_size,noise_level,noise_std,n_sensors,leak_detected,t_detection,x_leak_pred,x_leak_error_km,q_leak_pred,q_leak_error_pct,method,inference_time_ms,has_leak_prob,training_time_s,noise_std_db
0,False,,0.0,none,moderado,8000.0,3.0,True,54.08333333333333,1000.0,,1.1435283368359796e-05,,mass_balance_npw,,,,24.082399653118497
1,True,2000.0,0.005,small,moderado,8000.0,3.0,True,50.16666666666666,3425.0,1.425,0.0049810324877302,0.3793502453947744,mass_balance_npw,,,,24.082399653118497
2,True,2000.0,0.015,medium,moderado,8000.0,3.0,True,50.0,3475.000000000002,1.475000000000002,0.0149232029772832,0.5119801514447941,mass_balance_npw,,,,24.082399653118497
3,True,2000.0,0.03,large,moderado,8000.0,3.0,True,50.0,3500.0,1.5,0.0298393648501118,0.535450499627004,mass_balance_npw,,,,24.082399653118497
4,True,4000.0,0.005,small,moderado,8000.0,3.0,True,52.0,4424.999999999998,0.4249999999999981,0.0049647364027579,0.7052719448414485,mass_balance_npw,,,,24.082399653118497
5,True,4000.0,0.015,medium,moderado,8000.0,3.0,True,51.75,4475.0,0.475,0.0148730242336308,0.8465051091275748,mass_balance_npw,,,,24.082399653118497
6,True,4000.0,0.03,large,moderado,8000.0,3.0,True,51.66666666666666,4499.999999999998,0.4999999999999981,0.0297426687952449,0.8577706825169118,mass_balance_npw,,,,24.082399653118497
7,True,6000.0,0.005,small,moderado,8000.0,3.0,True,52.0,5525.0,0.475,0.0049455220296372,1.0895594072559898,mass_balance_npw,,,,24.082399653118497
8,True,6000.0,0.015,medium,moderado,8000.0,3.0,True,51.75,5475.000000000001,0.5249999999999991,0.0148289789282393,1.1401404784042517,mass_balance_npw,,,,24.082399653118497
9,True,6000.0,0.03,large,moderado,8000.0,3.0,True,51.66666666666666,5500.000000000002,0.4999999999999981,0.0296693490065613,1.1021699781287146,mass_balance_npw,,,,24.082399653118497
